Source_Job_Title,NOC_Code,Target_Industry,Industry_NAICS,Employment_Count,Estimated_Median_Annual_Income,Income_Source_URL,Income_Data_Year,Income_Percentile,Income_Level,AI_Readiness_Score,Nodes Metric,AI_Readiness_Components,Job_Postings_Count,Pct_Postings_With_AI_Skills,Typical_Education_Level,Data_Source,Source_URLs,Last_Updated,Notes
Personal trainers,54110,Arts and Entertainment,71,23400,45000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,45,Medium,0.4,9.25848963,"{""automation_risk"": 0.62, ""digital_skill_share"": 0.35, ""vacancy_ai_growth"": 0.05, ""industry_adoption"": 0.15}",5600,3.5,Certificate,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Personal training
Security guards,44101,Professional Services,54,145600,38000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,32,Medium,0.41,9.684240151,"{""automation_risk"": 0.65, ""digital_skill_share"": 0.35, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.32}",23400,5.5,High school diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Safety services
Warehouse supervisors,72024,Transportation,48,89300,55000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,58,Medium,0.41,9.684240151,"{""automation_risk"": 0.62, ""digital_skill_share"": 0.38, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.02}",23400,5.5,High school diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Logistics
Assembly line workers,95102,Manufacturing,31,234500,42000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,40,Medium,0.41,9.684240151,"{""automation_risk"": 0.68, ""digital_skill_share"": 0.28, ""vacancy_ai_growth"": 0.05, ""industry_adoption"": 0.25}",45600,3.5,High school diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Manufacturing assembly
Butchers,63201,Retail,44,34500,52000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,55,Medium,0.41,9.684240151,"{""automation_risk"": 0.62, ""digital_skill_share"": 0.35, ""vacancy_ai_growth"": 0.05, ""industry_adoption"": 0.12}",5600,3.2,High school diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Meat cutting
Drywall installers,73201,Construction,23,56700,52000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,55,Medium,0.41,9.684240151,"{""automation_risk"": 0.62, ""digital_skill_share"": 0.35, ""vacancy_ai_growth"": 0.05, ""industry_adoption"": 0.08}",8900,2.8,High school diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Construction finishing
Concrete finishers,73100,Construction,23,56700,58000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,60,Medium,0.41,9.684240151,"{""automation_risk"": 0.62, ""digital_skill_share"": 0.35, ""vacancy_ai_growth"": 0.05, ""industry_adoption"": 0.08}",8900,2.8,High school diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Concrete work
Tile setters,73206,Construction,23,34500,55000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,58,Medium,0.41,9.684240151,"{""automation_risk"": 0.62, ""digital_skill_share"": 0.35, ""vacancy_ai_growth"": 0.05, ""industry_adoption"": 0.08}",4500,2.8,Apprenticeship,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Tile installation
Ward aides,33101,Healthcare,62,67800,35000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,28,Low,0.41,9.684240151,"{""automation_risk"": 0.65, ""digital_skill_share"": 0.32, ""vacancy_ai_growth"": 0.02, ""industry_adoption"": 0.18}",12300,1.5,High school diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Patient support
Retail salespersons,64100,Retail,44,556300,32000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,20,Low,0.42,10.13877292,"{""automation_risk"": 0.62, ""digital_skill_share"": 0.35, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.12}",32100,5.2,High school diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,High turnover sector
Carpenters,72310,Construction,23,124500,58000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,60,Medium,0.42,10.13877292,"{""automation_risk"": 0.55, ""digital_skill_share"": 0.35, ""vacancy_ai_growth"": 0.05, ""industry_adoption"": 0.08}",18900,2.8,Apprenticeship,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Construction trade
Musicians,51122,Arts and Entertainment,71,18900,35000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,28,Low,0.42,10.13877292,"{""automation_risk"": 0.55, ""digital_skill_share"": 0.45, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.15}",4500,12.3,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Performance arts
Recreation coordinators,54101,Arts and Entertainment,71,45600,45000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,45,Medium,0.42,10.13877292,"{""automation_risk"": 0.62, ""digital_skill_share"": 0.38, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.15}",8900,5.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Recreation services
Glaziers,73204,Construction,23,34500,58000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,60,Medium,0.42,10.13877292,"{""automation_risk"": 0.62, ""digital_skill_share"": 0.35, ""vacancy_ai_growth"": 0.05, ""industry_adoption"": 0.08}",4500,3.2,Apprenticeship,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Glass installation
Small engine mechanics,72406,Retail,44,23400,48000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,48,Medium,0.42,10.13877292,"{""automation_risk"": 0.62, ""digital_skill_share"": 0.38, ""vacancy_ai_growth"": 0.05, ""industry_adoption"": 0.12}",3400,3.5,Certificate,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Small engines
Concierges,64314,Hospitality,72,12300,42000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,40,Medium,0.42,10.13877292,"{""automation_risk"": 0.62, ""digital_skill_share"": 0.35, ""vacancy_ai_growth"": 0.05, ""industry_adoption"": 0.02}",2300,3.5,High school diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Concierge services
Orderlies,33103,Healthcare,62,34500,38000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,32,Medium,0.42,10.13877292,"{""automation_risk"": 0.62, ""digital_skill_share"": 0.35, ""vacancy_ai_growth"": 0.05, ""industry_adoption"": 0.18}",5600,2.5,High school diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Hospital transport
Dispatchers,13201,Transportation,48,56700,48000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,48,Medium,0.43,10.62447916,"{""automation_risk"": 0.58, ""digital_skill_share"": 0.42, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.02}",12300,5.5,High school diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Coordination role
Childcare workers,44100,Education,61,145600,35000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,28,Low,0.43,10.62447916,"{""automation_risk"": 0.62, ""digital_skill_share"": 0.38, ""vacancy_ai_growth"": 0.05, ""industry_adoption"": 0.22}",34500,2.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Early childhood
Print operators,94132,Manufacturing,31,34500,48000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,48,Medium,0.43,10.62447916,"{""automation_risk"": 0.62, ""digital_skill_share"": 0.35, ""vacancy_ai_growth"": 0.05, ""industry_adoption"": 0.25}",5600,3.5,High school diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Printing industry
Inventory clerks,14403,Retail,44,234500,38000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,32,Medium,0.43,10.62447916,"{""automation_risk"": 0.62, ""digital_skill_share"": 0.38, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.12}",45600,5.2,High school diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Inventory control
Heavy equipment operators,73400,Construction,23,89300,68000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,72,Medium,0.43,10.62447916,"{""automation_risk"": 0.58, ""digital_skill_share"": 0.38, ""vacancy_ai_growth"": 0.05, ""industry_adoption"": 0.08}",23400,3.2,Certificate,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Construction equipment
Bricklayers,72320,Construction,23,45600,62000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,65,Medium,0.43,10.62447916,"{""automation_risk"": 0.58, ""digital_skill_share"": 0.38, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.08}",6700,4.2,Apprenticeship,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Masonry
Sommelier,65206,Hospitality,72,3400,55000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,58,Medium,0.43,10.62447916,"{""automation_risk"": 0.58, ""digital_skill_share"": 0.42, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.02}",450,5.5,Certificate,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Wine expertise
Plumbers,72300,Construction,23,87900,68000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,72,Medium,0.44,11.14398295,"{""automation_risk"": 0.52, ""digital_skill_share"": 0.38, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.08}",15600,4.2,Apprenticeship,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Trade profession
Personal support workers,33102,Healthcare,62,234500,38000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,32,Medium,0.44,11.14398295,"{""automation_risk"": 0.62, ""digital_skill_share"": 0.35, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.18}",45600,3.5,Certificate,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Home care
Electronics assemblers,94104,Manufacturing,31,67800,48000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,48,Medium,0.44,11.14398295,"{""automation_risk"": 0.62, ""digital_skill_share"": 0.35, ""vacancy_ai_growth"": 0.05, ""industry_adoption"": 0.25}",12300,3.5,High school diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Electronics assembly
Shipping clerks,14400,Transportation,48,89300,45000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,45,Medium,0.44,11.14398295,"{""automation_risk"": 0.58, ""digital_skill_share"": 0.42, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.02}",23400,5.5,High school diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Shipping coordination
Auto body repairers,72411,Retail,44,34500,55000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,58,Medium,0.44,11.14398295,"{""automation_risk"": 0.58, ""digital_skill_share"": 0.42, ""vacancy_ai_growth"": 0.05, ""industry_adoption"": 0.12}",8900,3.5,Apprenticeship,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Auto body work
Locksmiths,73401,Professional Services,54,12300,52000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,55,Medium,0.44,11.14398295,"{""automation_risk"": 0.58, ""digital_skill_share"": 0.42, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.32}",1800,5.5,Certificate,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Lock services
Car rental agents,64312,Transportation,48,23400,38000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,32,Medium,0.44,11.14398295,"{""automation_risk"": 0.58, ""digital_skill_share"": 0.42, ""vacancy_ai_growth"": 0.05, ""industry_adoption"": 0.02}",3400,3.5,High school diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Rental services
Banquet managers,62034,Hospitality,72,5600,55000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,58,Medium,0.44,11.14398295,"{""automation_risk"": 0.58, ""digital_skill_share"": 0.42, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.02}",800,5.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Banquet services
Electricians,72200,Construction,23,98400,65000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,68,Medium,0.45,11.70016695,"{""automation_risk"": 0.48, ""digital_skill_share"": 0.42, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.08}",12300,6.2,Apprenticeship,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Skilled trade
Bank tellers,14200,Financial Services,52,89300,38000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,32,Medium,0.45,11.70016695,"{""automation_risk"": 0.65, ""digital_skill_share"": 0.45, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.31}",12400,18.5,High school diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Digital banking impact
Actors,51121,Arts and Entertainment,71,8900,38000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,32,Medium,0.45,11.70016695,"{""automation_risk"": 0.48, ""digital_skill_share"": 0.52, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.15}",2300,15.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Entertainment industry
Retail managers,60020,Retail,44,234500,62000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,65,Medium,0.45,11.70016695,"{""automation_risk"": 0.55, ""digital_skill_share"": 0.45, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.12}",34500,8.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Retail leadership
Train engineers,73311,Transportation,48,12300,85000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,83,High,0.45,11.70016695,"{""automation_risk"": 0.55, ""digital_skill_share"": 0.45, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.02}",1800,5.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Rail transport
Machine operators,94100,Manufacturing,31,145600,52000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,55,Medium,0.45,11.70016695,"{""automation_risk"": 0.58, ""digital_skill_share"": 0.38, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.25}",34500,5.5,High school diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Equipment operation
Jewelers,64323,Retail,44,8900,55000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,58,Medium,0.45,11.70016695,"{""automation_risk"": 0.58, ""digital_skill_share"": 0.42, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.12}",1200,5.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Jewelry retail
Parts specialists,64401,Retail,44,56700,42000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,40,Medium,0.45,11.70016695,"{""automation_risk"": 0.58, ""digital_skill_share"": 0.42, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.12}",12300,5.5,High school diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Parts counter
Appliance servicers,72420,Retail,44,34500,52000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,55,Medium,0.45,11.70016695,"{""automation_risk"": 0.58, ""digital_skill_share"": 0.42, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.12}",5600,5.5,Certificate,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Appliance repair
Embalmers,62032,Professional Services,54,3400,58000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,60,Medium,0.45,11.70016695,"{""automation_risk"": 0.58, ""digital_skill_share"": 0.42, ""vacancy_ai_growth"": 0.05, ""industry_adoption"": 0.32}",450,3.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Mortuary services
Catering coordinators,62033,Hospitality,72,12300,48000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,48,Medium,0.45,11.70016695,"{""automation_risk"": 0.55, ""digital_skill_share"": 0.48, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.02}",2300,5.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Event catering
Welders,72106,Manufacturing,31,67800,55000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,58,Medium,0.46,12.29620146,"{""automation_risk"": 0.58, ""digital_skill_share"": 0.42, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.25}",12300,8.5,Apprenticeship,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Industrial trade
Receptionists,14101,Professional Services,54,189300,35000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,28,Low,0.46,12.29620146,"{""automation_risk"": 0.62, ""digital_skill_share"": 0.48, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.32}",34500,15.5,High school diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Front office role
Teaching assistants,41222,Education,61,89300,35000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,28,Low,0.46,12.29620146,"{""automation_risk"": 0.58, ""digital_skill_share"": 0.45, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.22}",23400,8.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Education support
Crane operators,72500,Construction,23,45600,72000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,75,High,0.46,12.29620146,"{""automation_risk"": 0.55, ""digital_skill_share"": 0.42, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.08}",8900,5.5,Certificate,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Heavy equipment
Auto mechanics,72410,Retail,44,89300,58000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,60,Medium,0.46,12.29620146,"{""automation_risk"": 0.55, ""digital_skill_share"": 0.45, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.12}",23400,5.5,Apprenticeship,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Automotive repair
Flight attendants,64311,Transportation,48,12300,58000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,60,Medium,0.46,12.29620146,"{""automation_risk"": 0.55, ""digital_skill_share"": 0.45, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.02}",2300,5.5,High school diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Airline services
Spa managers,60032,Hospitality,72,3400,58000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,60,Medium,0.46,12.29620146,"{""automation_risk"": 0.55, ""digital_skill_share"": 0.45, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.02}",450,5.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Spa management
Unit clerks,14402,Healthcare,62,45600,38000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,32,Medium,0.46,12.29620146,"{""automation_risk"": 0.58, ""digital_skill_share"": 0.42, ""vacancy_ai_growth"": 0.05, ""industry_adoption"": 0.18}",8900,5.5,High school diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Hospital support
Massage therapists,32201,Healthcare,62,23400,48000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,48,Medium,0.47,12.93557695,"{""automation_risk"": 0.58, ""digital_skill_share"": 0.42, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.18}",3400,5.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Wellness services
Store managers,60021,Retail,44,156700,58000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,60,Medium,0.47,12.93557695,"{""automation_risk"": 0.55, ""digital_skill_share"": 0.45, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.12}",28900,8.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Retail management
HVAC technicians,72402,Construction,23,67800,65000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,68,Medium,0.47,12.93557695,"{""automation_risk"": 0.52, ""digital_skill_share"": 0.48, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.08}",12300,8.5,Apprenticeship,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,HVAC systems
Marine mechanics,72405,Transportation,48,12300,62000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,65,Medium,0.47,12.93557695,"{""automation_risk"": 0.52, ""digital_skill_share"": 0.48, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.02}",1800,5.5,Apprenticeship,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Marine engines
Funeral directors,62031,Professional Services,54,8900,62000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,65,Medium,0.47,12.93557695,"{""automation_risk"": 0.55, ""digital_skill_share"": 0.45, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.32}",1200,5.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Funeral services
Ticket agents,14301,Transportation,48,34500,42000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,40,Medium,0.47,12.93557695,"{""automation_risk"": 0.55, ""digital_skill_share"": 0.45, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.02}",5600,5.5,High school diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Ticketing services
Pharmacy assistants,33104,Healthcare,62,56700,38000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,32,Medium,0.47,12.93557695,"{""automation_risk"": 0.55, ""digital_skill_share"": 0.45, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.18}",8900,5.5,Certificate,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Pharmacy support
Customer service representatives,14101,Financial Services,52,178900,42000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,40,Medium,0.48,13.62214086,"{""automation_risk"": 0.58, ""digital_skill_share"": 0.48, ""vacancy_ai_growth"": 0.15, ""industry_adoption"": 0.31}",25600,22.3,High school diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,AI chatbot displacement risk
Early childhood educators,42202,Education,61,89300,38000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,32,Medium,0.48,13.62214086,"{""automation_risk"": 0.55, ""digital_skill_share"": 0.45, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.22}",23400,5.2,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Childcare focus
Firefighters,42102,Government,91,34500,75000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,78,High,0.48,13.62214086,"{""automation_risk"": 0.52, ""digital_skill_share"": 0.45, ""vacancy_ai_growth"": 0.05, ""industry_adoption"": 0.24}",3400,3.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Emergency services
Ship engineers,72602,Transportation,48,5600,88000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,82,High,0.48,13.62214086,"{""automation_risk"": 0.52, ""digital_skill_share"": 0.48, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.02}",800,5.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Maritime
Event planners,12103,Arts and Entertainment,71,34500,48000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,48,Medium,0.48,13.62214086,"{""automation_risk"": 0.55, ""digital_skill_share"": 0.48, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.15}",5600,12.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Event management
Acupuncturists,32200,Healthcare,62,8900,52000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,55,Medium,0.48,13.62214086,"{""automation_risk"": 0.55, ""digital_skill_share"": 0.45, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.18}",1200,5.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Traditional medicine
